;DATUM;TIJD;LOCATIE;MAN. > 2 JR.;MAN. 1-2 JR.;MAN. < 1 JAAR;VR. > 2 JR.;VR. 1-2 JR.;VR. < 1 JR.;MANNELIJK;VROUWELIJK;KALVEREN;BIJZONDERHEDEN;TOTAAL
0;2022-10-04;00:00;GROENENDAAL;12,0;2,0;3,0;22,0;3,0;3,0;;;;Afzondering kalfje in bosrand zelfde Situatie Als Laatste Keer, Bij Conditietest;45,0
1;2022-10-04;00:00;TONNEKESWEG;1,0;0,0;0,0;2,0;1,0;0,0;;;;;4,0
2;2022-10-04;00:00;LAPPENDEKEN;6,0;0,0;3,0;4,0;0,0;0,0;;;;;13,0
3;2022-10-04;00:00;WEILAND CAROLINAHOEVE;6,0;0,0;1,0;0,0;6,0;0,0;;;;;13,0
4;2022-10-04;00:00;LOENERMARK - FAKKERT;4,0;2,0;0,0;7,0;0,0;1,0;;;;;14,0
5;2022-10-17;11:30;TERLET;12,0;0,0;1,0;14,0;2,0;1,0;;;;;30,0
6;2022-10-17;12:45;RUSTGEBIED GALGENBERG;7,0;0,0;1,0;8,0;0,0;0,0;;;;Prima conditie. 4x zwart + 8 Koeien Noordelijke Galgenberg + 13 Edelherten Niet Verstoord;16,0
7;2022-10-17;13:50;DE BRAAK;3,0;2,0;1,0;4,0;3,0;0,0;;;;;13,0
8;2022-10-17;10:20;VIP - Imbosch Berg;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
9;2022-10-17;10:20;Tunnekesweg/Doornstruik;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
10;2022-10-17;15:15;TUNNEKES THV WILDAKKER;2,0;0,0;0,0;3,0;0,0;0,0;;;;;5,0
11;2022-10-17;15:30;Posbank - Poel;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
12;2022-11-01;10:15;RH. W-RH Heide/Wapenveen/Ringallee;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
13;2022-11-01;10:50;Tonnekesweg;0,0;0,0;0,0;2,0;0,0;0,0;;;;Wildakker NA;2,0
14;2022-11-01;11:30;Omgeving Doornstruik/Kolk;9,0;0,0;0,0;5,0;0,0;0,0;;;;Conditie goed!;14,0
15;2022-11-01;12:30;Terletse Heide/Terletseweg Poel;1,0;0,0;0,0;0,0;0,0;0,0;;;;Conditie goed.;1,0
16;2022-11-01;12:45;Terlet;15,0;1,0;3,0;30,0;1,0;3,0;;;;;53,0
17;2022-11-01;12:45;Terlet;0,0;0,0;1,0;7,0;0,0;2,0;;;;;10,0
18;2022-11-14;15:50;Hessengat-Terletse Heide;3,0;0,0;0,0;3,0;0,0;1,0;;;;;7,0
19;2022-11-14;15:55;Beerenberg - Eerbeekseweg;4,0;1,0;0,0;11,0;0,0;0,0;;;;;16,0
20;2022-11-14;13:00;Imbosch - Jachthuis;3,0;0,0;0,0;1,0;0,0;0,0;;;;;4,0
21;2022-11-14;14:00;Groenendaal;14,0;0,0;1,0;21,0;2,0;5,0;;;;Solitair kalfje, al eerder aangetroffen.;43,0
22;2022-11-14;15:00;De Braak - Weiland Terlet;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
23;2022-11-14;10:15;LAPPENDEKEN - ONZ. BOSSEH;6,0;0,0;0,0;4,0;1,0;1,0;;;;;12,0
24;2022-11-14;10:30;CAROLINAHOEVE - WEILAND;3,0;0,0;1,0;3,0;0,0;2,0;;;;;9,0
25;2022-11-14;00:00;HUPKESBOS - SCHADDEVELD- WEVERSBERGEN;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
26;2022-11-28;10:25;KLEINE HEIDE;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
27;2022-11-28;10:40;GALGENBERG - RUSTGEBIED D.W.;5,0;0,0;0,0;4,0;0,0;0,0;;;;VERSPREID DOOR RUSTGEBIED PRIMA CONDITIE!;9,0
28;2022-11-28;11:45;DEELENSE ZW / BRINKHORSTERWEG;6,0;1,0;0,0;11,0;0,0;0,0;;;;4X ZWART DEK;18,0
29;2022-11-28;12:30;RAMENBERG-WEILAND;12,0;0,0;0,0;10,0;0,0;0,0;;;;;22,0
30;2022-11-28;13:00;GROENENDAAL;15,0;1,0;1,0;26,0;6,0;6,0;;;;* SOLITAIR KALFJE, 6 DAMMEN MANNELIJK;55,0
31;2022-11-28;13:45;TONNEKESWEG - WILDAKKER;5,0;0,0;0,0;5,0;1,0;0,0;;;;7 KOEIEN OP WILDAKKER TERELET ENORME KUDDE! TIJDSBESTEK TE KORT OM TE TELLEN;11,0
32;2022-12-12;15:00;DEELERWOUD - BRINKHORSTERWEG GRENS GR/KL HEIDE;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
33;2022-12-12;15:15;GROTE HEIDE - DW;3,0;0,0;0,0;12,0;0,0;0,0;;;;RUSTGEBIED: 1 ROEDEL VAN 7 1 ROEDEL VAN 25 1 ROEDEL VAN 9.;15,0
34;2022-12-12;16:15;BRANDTORENWEG;0,0;0,0;0,0;1,0;0,0;0,0;;;;TERLET NA! 1 DRONE ZYPHBERG 16:15 UUR;1,0
35;2022-12-12;12:30;DE BRAAK;1,0;0,0;0,0;5,0;0,0;1,0;;;;;7,0
36;2022-12-12;12:15;TERLET;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
37;2022-12-12;12:30;GROENENDAAL + HEIDE ZUID;17,0;0,0;2,0;21,0;5,0;5,0;;;;;50,0
38;2022-12-12;11:30;HESSENGAT/OUD EERBEEKSEWEG;3,0;0,0;0,0;4,0;1,0;0,0;;;;;8,0
39;2022-12-12;11:30;BERENBERG;0,0;0,0;0,0;2,0;0,0;0,0;;;;;2,0
40;2022-12-12;12:00;TERLETSE HEIDE (EIKENBOSJE);6,0;0,0;0,0;5,0;0,0;2,0;;;;;13,0
41;2022-12-12;9:40;'T ASSELT - HEMELSEBERG;3,0;0,0;1,0;0,0;0,0;0,0;;;;;4,0
42;2022-12-12;10:00;CAROLINAHOEVE;6,0;0,0;1,0;3,0;2,0;2,0;;;;;14,0
43;2022-12-12;11:00;ELSBERG;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
44;2022-12-20;11:40;TERLET;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
45;2022-12-20;12:00;GROENENDAAL;10,0;1,0;1,0;16,0;4,0;4,0;;;;WEINIG KOEIEN. VERSPREID OVER HELE GEBIED;36,0
46;2022-12-20;13:00;LOENERMARK - ZWARTE BERG;3,0;0,0;0,0;0,0;0,0;0,0;;;;1 OPVALLEND LICHTE VACHT;3,0
47;2022-12-20;11:00;DOORNSTRUIK;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
48;2022-12-20;9:45;WOLFSDEL - TERLETSE HEIDE;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
49;2022-12-20;11:30;NIEUWE AANLEG THV WATERGATEN;1,0;0,0;0,0;9,0;2,0;0,0;;;;;12,0
50;2022-12-20;9:45;BROODBULT - IJZERBAAN - LANGE JUFFER;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
51;2022-12-20;10:00;WAPENVEEN;0,0;0,0;0,0;3,0;0,0;1,0;;;;;4,0
52;2022-12-20;10:30;TONNEKESWEG - WILDAKKER;1,0;0,0;0,0;5,0;0,0;2,0;;;;;8,0
53;2023-01-09;16:10;HESSENGAT - TERLSTSE HEIDE/EIKEN;0,0;0,0;0,0;0,0;0,0;0,0;;;;Totaal: 26;26,0
54;2023-01-09;13:00;GROENENDAAL;5,0;1,0;0,0;8,0;5,0;3,0;;;;;22,0
55;2023-01-09;15:00;DEELERWOUD;0,0;0,0;0,0;0,0;0,0;0,0;;;;OORZAAK: WOLF?? WEL VEEL EDELHERTEN EN DAMHERTEN;0,0
56;2023-01-09;15:45;TERLETSE HEIDE - EERBEEKSEWEG;14,0;1,0;0,0;9,0;0,0;0,0;;;;WAARSCHIJNLIJK AFKOMSTIG UIT DEELERWOUD;24,0
57;2023-01-09;11:30;EERKBEEKSEWEG - IMBOSCH;3,0;0,0;0,0;0,0;0,0;0,0;;;;;3,0
58;2023-01-09;11:55;TERLET;16,0;0,0;0,0;18,0;4,0;0,0;;;;;38,0
59;2023-01-09;12:45;NIEUWE AANLEG;3,0;0,0;0,0;11,0;0,0;0,0;;;;SCHUW/ONRUSTIG GEDRAG! 2 KWAMEN VANUIT GROENENDAAL RENNEN;14,0
60;2023-01-09;10:00;LAPPENDEKEN - BRABANTSE HEIDE;0,0;0,0;0,0;4,0;3,0;0,0;;;;;7,0
61;2023-01-09;10:10;GRAVENSINGEL - BRABANTSE HEIDE;0,0;0,0;0,0;3,0;0,0;0,0;;;;;3,0
62;2023-01-09;10:45;CAROLINAHOEVE;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
63;2023-01-09;11:00;WILDAKKER ONZALIGE BOSSEN;0,0;0,0;0,0;0,0;0,0;0,0;;;;GEEN SH-ERD AANGETROFFEN. WEL VERSE UITWERPSELEN;0,0
64;2023-01-09;11:00;IJZERBAAN;0,0;0,0;0,0;1,0;0,0;0,0;;;;;1,0
65;2023-01-09;11:05;BLOEMERSWEG TOV WAPENVEEN;2,0;0,0;0,0;2,0;1,0;1,0;;;;;6,0
66;2023-01-23;15:30;TAFELBERG;1,0;0,0;0,0;4,0;0,0;0,0;;;;;5,0
67;2023-01-23;14:00;LOENENSEVELD;6,0;0,0;0,0;1,0;0,0;0,0;;;;GEEN SLECHTE CONDITIE KOEIEN AANGETROFFEN;7,0
68;2023-01-23;14:30;TERLET;4,0;2,0;1,0;15,0;0,0;1,0;;;;;23,0
69;2023-01-23;14:45;TERLETSE HEIDE THV 5 BEUKEN;6,0;0,0;0,0;5,0;0,0;0,0;;;;OH, NEE -> EIKEN!;11,0
70;2023-01-23;11:15;DOORNSTRUIK;3,0;0,0;0,0;0,0;0,0;0,0;;;;IJS HAKKEN;3,0
71;2023-01-23;12:00;LAMSGROEN;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
72;2023-01-23;12:20;GROENENDAAL;13,0;0,0;0,0;10,0;3,0;1,0;;;;IJS HAKKEN;27,0
73;2023-01-23;9:30;POSBANK;0,0;0,0;0,0;5,0;0,0;0,0;;;;;5,0
74;2023-01-23;10:00;BRABANTSE HEIDE;4,0;0,0;0,0;4,0;2,0;1,0;;;;;11,0
75;2023-01-23;10:20;CAROLINAHOEVE;3,0;0,0;0,0;10,0;1,0;0,0;;;;;14,0
76;2023-01-30;13:45;LOENENSEVELD;12,0;0,0;1,0;24,0;1,0;3,0;;;;;41,0
77;2023-01-30;14:30;GROENENDAAL;11,0;0,0;0,0;21,0;2,0;4,0;;;;;38,0
78;2023-01-30;15:30;DE BRAAK;0,0;1,0;0,0;6,0;0,0;0,0;;;;;7,0
79;2023-01-30;16:00;LAMSGROEN - NOORDHOEK;5,0;0,0;0,0;1,0;0,0;0,0;;;;1 STIER LOOPT 'VOORZICHTIG' DONKERE HOOGLANDER - STIER;6,0
80;2023-01-30;16:10;TONNEKESWEG/BLOEMERSWEG;1,0;1,0;0,0;0,0;0,0;1,0;;;;APATHISCH GEDRAG. STUUR VIDEO + FOTO;3,0
81;2023-01-30;16:20;FIETSPAD TAFELBERG;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
82;2023-01-30;11:30;KLEINE HEIDE;2,0;0,0;0,0;0,0;0,0;0,0;;;;DEELERWOUD G.B.;2,0
83;2023-01-30;12:00;RUSTGEBIED AKKER;4,0;0,0;0,0;0,0;0,0;0,0;;;;DEELERWOUD G.B.;4,0
84;2023-01-30;13:00;VAN KOOTENSWEG, RUSTGEBIED;0,0;0,0;0,0;0,0;0,0;0,0;;;;VERSE SPOREN RUITER EN ATB;0,0
85;2023-01-30;13:20;AKKER VAN IMGENSWEG;3,0;0,0;0,0;0,0;0,0;0,0;;;;DEELERWOUD/VOERAKKER G.B.;3,0
86;2023-01-30;10:00;TERLETSE HEIDE - HESSENGAT;5,0;0,0;0,0;12,0;5,0;1,0;;;;KOEIEN BIJ HESSENGAT;23,0
87;2023-01-30;10:30;WOLFSDEL - TERLETSEWEG;0,0;0,0;0,0;3,0;1,0;2,0;;;;;6,0
88;2023-02-06;13:30;TERLET;14,0;1,0;0,0;21,0;2,0;0,0;;;;VEEL VERPLAATSINGEN OP ZOEK NAAR EETBAAR GRAS;38,0
89;2023-02-06;14:30;RINGALLEE - DE BRAAK;0,0;0,0;0,0;4,0;0,0;1,0;;;;CONDITIE GOED;5,0
90;2023-02-06;14:40;GROENENDAAL;9,0;1,0;2,0;8,0;1,0;3,0;;;;+ ONZE OUDSTE STIER;24,0
91;2023-02-06;15:00;LOENENSEVELD;20,0;0,0;0,0;37,0;2,0;1,0;;;;GEEN VERZWAKT KALF AANGETROFFEN;60,0
92;2023-02-06;16:00;TERLETSE HEIDE - 5 EIKEN;1,0;0,0;0,0;4,0;0,0;0,0;;;;;5,0
93;2023-02-06;14:30;RINGALLEE - DE BRAAK;0,0;0,0;0,0;4,0;0,0;1,0;;;;CONDITIE GOED;5,0
94;2023-02-06;10:15;TONNEKESWEG - VIP HOOGZIT;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
95;2023-02-06;11:10;LAMSGROEN + IMBOSCH WEILAND;4,0;0,0;0,0;1,0;0,0;0,0;;;;1X MELDING STIERTJE BETREFT VERZWAKT BEEST. KAN NU NIET MEER OPSTAAN. EDGAR + PAUL GEINFORMEERD;5,0
96;2023-02-06;12:45;R.I.N. - AKKER;2,0;0,0;0,0;0,0;0,0;0,0;;;;DRUK FOURAGEERGEBIED;2,0
97;2023-02-06;10:00;LAPPENDEKEN;2,0;0,0;1,0;2,0;3,0;0,0;;;;;8,0
98;2023-02-06;10:15;CAROLINAHOEVE;4,0;1,0;0,0;9,0;0,0;0,0;;;;RUSTIG, ALLEMAAL DRUK GRAZEND;14,0
99;2023-02-06;00:00;BROODBULT - GROOTE EMMER - POSBANK;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
100;2023-02-13;12:40;T.O.V. BIJ VAN ARK, BOSPERCEEL;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
101;2023-02-13;13:10;GROENENDAAL;8,0;3,0;1,0;12,0;1,0;2,0;;;;;27,0
102;2023-02-13;14:00;LOENENSEVELD;9,0;0,0;0,0;10,0;0,0;0,0;;;;;19,0
103;2023-02-13;14:45;TERLET + GRENSHEIDE;17,0;5,0;1,0;47,0;4,0;0,0;;;;;74,0
104;2023-02-13;00:00;LAMSGROEN;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
105;2023-02-13;9:45;LAPPENDEKEN;12,0;0,0;1,0;2,0;1,0;1,0;;;;;17,0
106;2023-02-13;10:00;CAROLINAHOEVE;1,0;1,0;0,0;9,0;0,0;0,0;;;;;11,0
107;2023-02-13;10:30;B BL.WEG - FAGELSHEIDE;2,0;0,0;0,0;3,0;0,0;1,0;;;;THV ELSBERG -> WAPENVEEN;6,0
108;2023-02-13;11:30;TONNEKESWEG - RH. W. RH. HEIDE;2,0;0,0;0,0;0,0;0,0;0,0;;;;TOV INGANG MEIDOORNSTRUIK;2,0
109;2023-02-13;11:30;MAIDOORNSTRUIK - WATERGAT;0,0;0,0;0,0;2,0;0,0;0,0;;;;;2,0
110;2023-02-13;12:00;RINGALLEE/BRANDTORENWEG ROOSENDAAL;4,0;0,0;0,0;1,0;0,0;0,0;;;;RINGALLEE THV BR.TO.WEG. 1 STIER WEINIG ALERT. FOTO'S GEMAAKT;5,0
111;2023-02-20;16:40;VOSSENBERGEN/ONZALIGE BOSSEN;0,0;0,0;0,0;3,0;0,0;0,0;;;;CONDITIE PRIMA! '3'. VIDEO'S GEMAAKT TER INFO;3,0
112;2023-02-20;14:30;TERLETSE HEIDE;1,0;0,0;0,0;0,0;0,0;0,0;;;;BIJZONDER! GEEN KOEIEN, BEHALVE B.S. STIER BIJ VOERAKKER;1,0
113;2023-02-20;11:45;LAMSGROEN;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
114;2023-02-20;15:10;DELHUIZEN ROOSENDAAL;2,0;0,0;0,0;4,0;0,0;0,0;;;;;6,0
115;2023-02-20;13:15;LOENENSEVELD;21,0;0,0;1,0;30,0;1,0;3,0;;;;;56,0
116;2023-02-20;14:00;DE BRAAK;3,0;0,0;0,0;1,0;0,0;0,0;;;;;4,0
117;2023-02-20;14:30;TERLET;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
118;2023-02-20;11:00;BLOEMERSWEG - TONNEKESWEG;0,0;0,0;0,0;2,0;0,0;0,0;;;;;2,0
119;2023-02-20;11:40;EERBEEKSEWEG - GRIJZE BERG;2,0;0,0;0,0;1,0;0,0;0,0;;;;1 STIER LOOPT TRAAG/STIJF. AL EERDER GEMELDT / HOUDT ONZE AANDACHT!;3,0
120;2023-02-20;00:00;GROENENDAAL;4,0;3,0;0,0;27,0;5,0;0,0;;;;;39,0
121;2023-02-20;10:20;HAVERKIST;1,0;0,0;0,0;4,0;0,0;0,0;;;;;5,0
122;2023-02-20;10:50;WAPENVEEN;0,0;0,0;1,0;4,0;1,0;0,0;;;;;6,0
123;2023-02-20;10:50;ELSBERG;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
124;2023-02-20;9:50;LAPPENDEKEN;8,0;1,0;1,0;6,0;0,0;1,0;;;;;17,0
125;2023-02-20;10:10;DRIETIMP;0,0;0,0;0,0;3,0;0,0;0,0;;;;;3,0
126;2023-02-20;10:15;CAROLINAHOEVE;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
127;2023-02-27;12:30;TERLETSE HEIDE/TERLETSE WEI;8,0;0,0;0,0;0,0;0,0;0,0;;;;WATERGATEN OPEN;8,0
128;2023-02-27;12:30;TERLET WEILAND;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
129;2023-02-27;13:30;DE SLOTEN - DEELERWOUD;2,0;0,0;0,0;0,0;0,0;0,0;;;;VIJVER VAN INGENSWEG VOLDOENDE IJSVRIJ;2,0
130;2023-02-27;10:00;WAPENVEEN + DOORNSTRUIK;0,0;0,0;0,0;0,0;0,0;0,0;;;;IJS GEHAKT;0,0
131;2023-02-27;11:10;LAMSGROEN;6,0;0,0;0,0;1,0;0,0;0,0;;;;+ IJS HAKKEN;7,0
132;2023-02-27;12:00;TERLETSE HEIDE - 5 EIKEN;7,0;0,0;1,0;19,0;2,0;0,0;;;;HESSENGAT IJS GEHAKT + CONTROLE CONDITIE;29,0
133;2023-02-27;13:50;MARIENHULBERG - DEELERWOUD;1,0;0,0;0,0;0,0;0,0;0,0;;;;VOLDOENDE IJSVRIJ;1,0
134;2023-02-27;15:00;LOENENSEVELD;11,0;0,0;1,0;19,0;2,0;1,0;;;;;34,0
135;2023-02-27;15:30;GROENENDAAL;10,0;0,0;1,0;14,0;1,0;1,0;;;;;27,0
136;2023-03-06;13:45;TERLETSE HEIDE;5,0;0,0;0,0;0,0;0,0;0,0;;;;;5,0
137;2023-03-06;14:00;TERLET;11,0;2,0;1,0;28,0;1,0;1,0;;;;1 STIERTJE - HALF STAARTJE. STIERTJE PAS GEBOREN. KOE ZWART = ZOGEND;44,0
138;2023-03-06;14:45;GROENENDAAL;20,0;1,0;0,0;21,0;1,0;2,0;;;;;45,0
139;2023-03-06;15:45;BRANDGANG ACHTER TONNEKESWEG;2,0;0,0;0,0;1,0;0,0;0,0;;;;ALGEMEEN: VEEL SCHURENDE EN KRABBENDE BEESTEN > JEUK;3,0
140;2023-03-06;12:00;WILDAKKER TONNEKESWEG;0,0;0,0;0,0;0,0;0,0;0,0;;;;POSBANK, BLOEMERSWEG, TONNEKESWEG GEEN KOEIEN AANGETROFFEN;0,0
141;2023-03-06;12:05;DOORNSTRUIK;3,0;0,0;0,0;1,0;0,0;0,0;;;;MATIGE GEZONDHEID. ENKELE STERK VERMAGERD, W.O. STIER EN KOE (FUTLOOS). FOTO'S GEMAAKT.;4,0
142;2023-03-06;13:00;KERKEPAD;4,0;0,0;0,0;0,0;0,0;0,0;;;;;4,0
143;2023-03-06;10:15;HET ASSELT;1,0;0,0;0,0;0,0;0,0;0,0;;;;IN BOSPERCEEL;1,0
144;2023-03-06;10:30;LAPPENDEKEN;1,0;0,0;1,0;0,0;3,0;1,0;;;;;6,0
145;2023-03-06;10:45;CAROLINAHOEVE;3,0;0,0;0,0;15,0;0,0;1,0;;;;1 KOE MET KALE PLEKKEN. GOED VRAATGEDRAG;19,0
146;2023-03-14;14:20;DELHUYSEN ROOSENDAAL;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
147;2023-03-14;14:40;MOFFENDORP BRANDTORENWEG;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
148;2023-03-14;12:30;GROENENDAAL;0,0;0,0;2,0;12,0;1,0;0,0;;;;+ 10 MANNELIJKE DAMHERTEN;15,0
149;2023-03-14;13:00;DE BRAAK;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
150;2023-03-14;13:50;TERLETSE HEIDE BIJ WATER TERLETSE WEG;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
151;2023-03-14;10:00;TERLET;9,0;1,0;1,0;23,0;0,0;1,0;;;;KALFJE NIET MEER AANGETROFFEN! VIDEO GEMAAKT VAN KOEIEN + MOEDER. LICHTE PANIEK - ONRUSTIG!;35,0
152;2023-03-14;11:15;DEELERWOUD NABIJ HOENDERLOOSEWEG;3,0;0,0;0,0;0,0;0,0;0,0;;;;;3,0
153;2023-03-14;14:45;RAMENBERG - LOENENSEVELD;24,0;3,0;0,0;46,0;4,0;5,0;;;;BRUINE KIEKENDIEF GESPORT (MAN);82,0
154;2023-03-20;15:00;TERLETSE HEIDE - 5 EIKEN;4,0;0,0;0,0;0,0;0,0;0,0;;;;;4,0
155;2023-03-20;15:45;DELHUYZEN;4,0;0,0;0,0;0,0;0,0;0,0;;;;2 GEITEN + BOK (REE) + 3 GEVLAMDE VLINDERS!;4,0
156;2023-03-20;15:00;KERKEPAD;0,0;0,0;0,0;0,0;0,0;0,0;;;;;0,0
157;2023-03-20;12:35;GROENENDAAL;12,0;1,0;0,0;14,0;1,0;6,0;;;;2 pas geboren kalf + haas;34,0
158;2023-03-20;13:30;LOENENSEVELD;8,0;1,0;0,0;23,0;1,0;5,0;;;;2 pas geboren;38,0
159;2023-03-20;14:15;TERLET;0,0;3,0;0,0;33,0;3,0;3,0;;;;2 pas geboren wv. 1 bekend. Foto's gemaakt;42,0
160;2023-03-20;10:40;WAPENVEEN;3,0;0,0;0,0;0,0;0,0;0,0;;;;;3,0
161;2023-03-20;10:55;DOORNSTRUIK;3,0;0,0;0,0;0,0;0,0;0,0;;;;;3,0
162;2023-03-20;11:45;LAMSGROEN - NOORDHOEK;4,0;0,0;0,0;1,0;0,0;0,0;;;;;5,0
163;2023-03-20;9:30;POSBANK;0,0;0,0;2,0;5,0;1,0;0,0;;;;;8,0
164;2023-03-20;9:45;LAPPENDEKEN;2,0;0,0;0,0;10,0;0,0;1,0;;;;;13,0
165;2023-03-20;10:00;CAROLINAHOEVE;1,0;1,0;0,0;4,0;1,0;0,0;;;;;7,0
166;2023-03-27;15:45;DOORNSTRUIK;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
167;2023-03-27;16:15;ELSBERG;2,0;0,0;0,0;1,0;0,0;0,0;;;;;3,0
168;2023-03-27;13:15;TERLET;0,0;4,0;0,0;21,0;2,0;2,0;;;;;29,0
169;2023-03-27;13:45;GROENENDAAL;12,0;1,0;4,0;36,0;0,0;10,0;;;;Pas geboren kalfjes;63,0
170;2023-03-27;14:30;LOENENSEVELD - RAMENBERG;6,0;0,0;1,0;1,0;0,0;0,0;;;;Pas geboren;8,0
171;2023-03-27;15:10;TERLETSE HEIDE GRENS A50;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
172;2023-03-27;15:20;TERLETSE HEIDE;3,0;0,0;0,0;0,0;0,0;0,0;;;;;3,0
173;2023-03-27;15:30;RIM-AKKER;0,0;0,0;0,0;0,0;0,0;0,0;;;;Geen koeien +- 9 dammen op weide;0,0
174;2023-03-27;11:00;BRINKHORSTERWEG / DEELERWOUD INGANG RUSTGEBIED;4,0;0,0;0,0;0,0;0,0;0,0;;;;1x roodborsttapuit;4,0
175;2023-03-27;12:30;KLEINE HEIDE NABIJ WALWEG;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
176;2023-03-27;13:00;TERLET - WEILAND - A50 - VLIEGVELD;7,0;1,0;2,0;13,0;0,0;0,0;;;;2x pas geboren kalfjes;23,0
177;2023-03-27;10:00;TONNEKES, WILDAKKER;0,0;0,0;0,0;0,0;0,0;0,0;;;;N.A. HOUDT AANDACHT;0,0
178;2023-03-27;10:05;TONNEKESWEG;1,0;0,0;0,0;0,0;0,0;0,0;;;;FOTO'S + VIDEO NIET VERONTRUSTEND. HOEVEN;1,0
179;2023-03-27;10:05;TONNEKESWEG;3,0;0,0;0,0;1,0;0,0;0,0;;;;1x paartje mandarijneenden;4,0
180;2023-04-03;16:15;PANNEBERGEN - ATB ROUTE;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
181;2023-04-03;15:15;TERLET VLIEGVELD;5,0;0,0;1,0;15,0;0,0;1,0;;;;Pas geboren;22,0
182;2023-04-03;15:45;TERLETSE HEIDE - EERBEEKSEWEG;0,0;0,0;0,0;1,0;0,0;0,0;;;;;1,0
183;2023-04-03;16:00;TONNEKES;0,0;0,0;0,0;2,0;0,0;0,0;;;;;2,0
184;2023-04-03;12:30;TERLET;0,0;0,0;0,0;0,0;0,0;0,0;;;;NIETS AANGETROFFEN. WOLF??;0,0
185;2023-04-03;12:30;DE BRAAK;0,0;0,0;0,0;0,0;0,0;0,0;;;;NIETS AANGETROFFEN. WOLF??;0,0
186;2023-04-03;13:00;GROENENDAAL;8,0;1,0;2,0;15,0;4,0;0,0;;;;Pas geboren. Foto's + film. 1 kalf geslachtofferd door wolf!;30,0
187;2023-04-03;14:15;LOENENSEVELD;14,0;2,0;3,0;25,0;1,0;5,0;;;;Pas geboren 8x;50,0
188;2023-04-03;9:30;KOUWENBERG / LAPPENDEKEN;6,0;2,0;0,0;9,0;2,0;0,0;;;;;19,0
189;2023-04-03;10:15;CAROLINAHOEVE;0,0;0,0;2,0;7,0;0,0;1,0;;;;PAS GEBOREN;10,0
190;2023-04-03;11:00;WAPENVEEN;1,0;0,0;0,0;0,0;0,0;0,0;;;;RINGALLEE THV INGANG WAPENVEEN. 1 KEILER;1,0
191;2023-04-03;9:20;POSBANK, VIP;0,0;0,0;0,0;0,0;0,0;0,0;;;;N.A.;0,0
192;2023-04-03;12:00;LAMSGROEN;3,0;0,0;0,0;1,0;0,0;0,0;;;;;4,0
193;2023-04-03;12:15;TERLETSE HEIDE;2,0;0,0;0,0;0,0;0,0;0,0;;;;;2,0
194;2023-04-11;15:15;ATB ROUTE NABIJ BR.TO.WEG;1,0;0,0;0,0;0,0;0,0;0,0;;;;;1,0
195;2023-04-11;00:00;TONNEKESWEG - MEIDOORNSTRUIK;0,0;0,0;0,0;0,0;0,0;0,0;;;;N.A.;0,0
196;2023-04-11;14:15;LAMSGROEN E.O.;0,0;0,0;0,0;0,0;0,0;0,0;;;;N.A.;0,0
197;2023-04-11;14:30;CAROLINAHOEVE;5,0;1,0;2,0;8,0;1,0;1,0;;;;PAS GEBOREN (19 KALFJES);18,0
198;2023-04-11;14:45;LAPPENDEKEN;1,0;2,0;1,0;8,0;0,0;1,0;;;;PAS GEBOREN (20);13,0
